ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
AVDV,Avantis International Small Cap Value ETF,Equity,"$48,154,990.00 ",-0.13%,"20,872",$55.31 ,-1.09%,No,No,-0.28%,3.20%,N/A,N/A,N/A,$0.00 ,"$1,662,396.00 ","$4,888,278.00 ","$32,840,457.00 ","$32,840,457.00 ","$32,840,457.00 ",Foreign Small & Mid Cap Equities,9/24/2019,0.36%,N/A,$0.20 ,12/23/2019,$0.20 ,0.36%,10.1,1.21,590,19.21%,39%,20%,1099,$53.17 ,$56.19 ,$55.23 ,$55.48 ,65.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASHS,Xtrackers Harvest CSI 500 China-A Shares Small Cap Fund,Equity,"$47,828,973.00 ",2.21%,"19,533",$28.26 ,-0.63%,No,No,4.19%,8.34%,29.03%,-11.99%,-19.19%,$0.00 ,$0.00 ,"$5,450,702.00 ","$25,969,068.00 ","$32,852,682.50 ","$39,516,318.84 ",China Equities,5/21/2014,0.65%,N/A,$0.16 ,12/18/2019,$0.16 ,0.56%,19.76,1.23,501,6.04%,35%,15%,1099,$25.53 ,$28.40 ,N/A,N/A,64.8,B,A-,C,A+,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ULTR,IQ Ultra Short Duration ETF,Bond,"$47,591,617.00 ",0.01%,"37,802",$50.09 ,0.00%,No,No,0.29%,0.36%,N/A,N/A,N/A,$0.00 ,"$2,502,824.00 ","($30,084,666.00)","$19,988,631.50 ","$19,988,631.50 ","$19,988,631.50 ",Corporate Bonds,7/31/2019,0.24%,N/A,$0.51 ,12/30/2019,$0.17 ,1.03%,0,0.11,73,56.73%,39%,20%,1099,$49.65 ,$50.41 ,N/A,N/A,67.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.46,17.07%,25.68%,758.9,5.16%,2.81%
UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Equity,"$47,237,239.00 ",0.15%,"17,266",$27.07 ,-0.40%,No,No,-0.07%,-0.90%,27.61%,N/A,N/A,$0.00 ,$0.00 ,"$2,750,588.00 ","$43,095,663.50 ","$43,095,641.07 ","$43,095,641.07 ",Large Cap Growth Equities,9/21/2018,0.75%,N/A,$0.32 ,12/24/2019,$0.17 ,1.18%,19.84,0.97,26,40.34%,39%,20%,1099,$26.77 ,$28.03 ,$26.94 ,$27.13 ,47.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2,4.88%,21.36%,433.27,3.95%,7.82%
HEWC,iShares Currency Hedged MSCI Canada ETF,Equity,"$47,214,597.00 ",0.07%,"9,606",$26.98 ,-0.18%,No,No,-0.37%,0.27%,22.73%,17.45%,N/A,$0.00 ,$0.00 ,"$9,488,184.50 ","$9,252,897.00 ","$43,427,755.00 ","$42,156,914.00 ",Foreign Large Cap Equities,6/29/2015,0.50%,N/A,$1.15 ,12/24/2019,$0.29 ,4.23%,15.27,0.58,2,100.00%,35%,15%,1099,$26.69 ,$27.22 ,N/A,N/A,53.72,N/A,B,C+,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FILL,iShares MSCI Global Energy Producers ETF,Equity,"$47,158,849.00 ",1.48%,"13,941",$19.22 ,0.63%,No,No,1.26%,5.42%,8.91%,6.51%,6.54%,$0.00 ,$0.00 ,$0.00 ,"$1,012,669.00 ","$12,785,094.00 ","$38,505,094.00 ",Energy Equities,1/31/2012,0.39%,N/A,$1.08 ,12/16/2019,$0.77 ,5.64%,11.38,1.03,211,56.71%,35%,15%,1099,$17.94 ,$19.39 ,$19.12 ,$19.36 ,64.63,A-,C+,A-,B-,A+,B,A+,6.57,86.47%,77.81%,446.04,0.44%,0.90%
DMRE,DeltaShares S&P EM 100 & Managed Risk ETF,Equity,"$47,102,102.00 ",0.34%,386,$52.28 ,-1.77%,No,No,-0.26%,7.29%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$40,202,128.00 ","$40,202,128.00 ","$40,202,128.00 ",Emerging Markets Equities,3/19/2019,0.60%,N/A,$1.09 ,12/23/2019,$0.46 ,2.06%,11.76,1.93,103,37.98%,39%,20%,1099,$48.07 ,$54.00 ,$52.23 ,$52.38 ,64.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.05,77.66%,39.70%,200.5,1.53%,3.41%
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,Bond,"$47,078,522.00 ",0.25%,"38,236",$26.23 ,0.00%,No,No,0.23%,2.32%,18.73%,N/A,N/A,"$2,614,516.00 ","$2,614,516.00 ","($7,766,504.00)","$40,748,074.00 ","$40,748,074.00 ","$40,748,074.00 ",High Yield Bonds,8/9/2018,0.42%,N/A,$1.67 ,12/23/2019,$0.14 ,6.37%,0,0.4,136,27.73%,39%,20%,1099,$25.55 ,$26.41 ,$26.20 ,$26.25 ,81.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3,59.57%,10.08%,287.45,5.58%,2.59%
OGIG,O’Shares Global Internet Giants ETF,Equity,"$46,939,534.00 ",2.66%,"15,483",$26.80 ,-0.26%,No,No,1.21%,6.43%,44.01%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($12,115,376.00)","$42,869,644.25 ","$42,869,644.25 ",Large Cap Growth Equities,6/5/2018,0.48%,N/A,$0.00 ,N/A,N/A,0.00%,34,1.35,72,40.92%,39%,20%,1099,$24.63 ,$26.95 ,$26.48 ,$27.01 ,70.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.12,38.37%,41.24%,17.53,5.96%,2.57%
MMIT,IQ MacKay Shields Municipal Intermediate ETF,Bond,"$46,782,109.00 ",0.54%,"3,144",$25.99 ,0.43%,No,No,0.13%,0.61%,7.68%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$12,688,081.50 ","$25,176,740.69 ","$25,176,740.69 ",National Munis,10/18/2017,0.31%,N/A,$1.07 ,12/30/2019,$0.42 ,4.13%,0,-0.03,101,17.78%,39%,20%,1099,$25.82 ,$26.01 ,$25.91 ,$26.05 ,61.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YGRN,MicroSectors U.S. Big Oil Index Inverse ETN,Equity,"$46,444,646.00 ",-0.95%,0,$46.40 ,0.45%,Yes,No,-1.32%,-5.59%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$24,721,700.00 ","$24,721,700.00 ","$24,721,700.00 ",Inverse Equities,4/9/2019,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,-2.34,10,110.10%,39%,20%,1099,$45.56 ,$50.24 ,$46.40 ,$46.40 ,38.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYXU,iShares International High Yield Corporate Bond ETF,Bond,"$46,297,871.00 ",-0.42%,"12,009",$51.62 ,-0.14%,No,No,0.03%,1.74%,9.64%,19.73%,12.92%,$0.00 ,$0.00 ,"$5,096,097.00 ","($4,938,061.00)","($27,151,130.00)","($145,695,894.00)",High Yield Bonds,4/3/2012,0.40%,N/A,$0.74 ,12/19/2019,$0.62 ,1.42%,0,0.33,311,8.64%,35%,15%,1099,$50.66 ,$51.93 ,$51.59 ,$51.66 ,65.54,B+,C,A-,A+,C+,B-,A,4.95,93.52%,37.38%,159.01,10.21%,3.10%
AIQ,Global X Future Analytics Tech ETF,Equity,"$46,273,594.00 ",1.62%,"10,387",$18.19 ,-0.60%,No,No,0.80%,5.83%,44.31%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,509,940.50 ","($11,985,254.00)","($11,985,254.00)",Large Cap Growth Equities,5/11/2018,0.68%,N/A,$0.09 ,12/30/2019,$0.04 ,0.49%,26.53,1.36,84,32.67%,N/A,N/A,N/A,$16.91 ,$18.41 ,N/A,N/A,68.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61,56.40%,52.65%,23.72,9.62%,4.38%
CEY,VictoryShares Emerging Market High Dividend Volatility Weighted ETF,Equity,"$46,245,740.00 ",0.47%,"6,003",$24.34 ,-0.98%,No,No,0.74%,6.15%,15.23%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$26,406,362.50 ","$45,160,491.00 ","$45,160,491.00 ",Emerging Markets Equities,10/26/2017,0.51%,N/A,$1.10 ,12/18/2019,$0.08 ,4.47%,9.26,0.72,101,16.78%,39%,20%,1099,$22.63 ,$24.78 ,$24.26 ,$24.43 ,67.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.64,11.50%,13.95%,704.53,2.91%,2.62%
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,Equity,"$46,023,231.00 ",-0.26%,"8,856",$32.83 ,-1.38%,No,No,-0.66%,2.37%,25.57%,31.27%,N/A,$0.00 ,$0.00 ,$0.00 ,"$16,439,464.50 ","$41,486,473.89 ","$40,175,330.89 ",Foreign Small & Mid Cap Equities,1/7/2016,0.43%,N/A,$1.21 ,12/23/2019,$0.30 ,3.67%,14.08,0.68,787,7.86%,39%,20%,1099,$31.82 ,$33.40 ,$32.73 ,$33.03 ,62.13,N/A,N/A,A-,N/A,N/A,N/A,N/A,5.7,58.04%,55.63%,169.92,1.87%,3.59%
CALF,Pacer US Small Cap Cash Cows 100 ETF,Equity,"$45,923,970.00 ",-0.22%,"5,114",$27.03 ,-0.15%,No,No,-0.26%,2.53%,18.62%,N/A,N/A,$0.00 ,$0.00 ,"$9,060.00 ","$4,419,020.00 ","$42,259,950.00 ","$42,259,950.00 ",Small Cap Blend Equities,6/16/2017,0.59%,N/A,$0.37 ,12/24/2019,$0.05 ,1.38%,12.28,1.16,101,19.96%,39%,20%,1099,$26.12 ,$27.48 ,$26.91 ,$27.09 ,62.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.97,43.00%,18.06%,150.15,5.64%,11.23%
VIXM,ProShares VIX Mid-Term Futures ETF,Volatility,"$45,728,275.00 ",-0.47%,"45,900",$21.19 ,1.78%,No,No,-0.43%,-4.47%,-22.35%,-49.95%,-66.56%,$0.00 ,$0.00 ,$0.00 ,"$1,442,361.25 ","$27,586,928.00 ","$68,418,937.38 ",Volatility,1/3/2011,0.87%,N/A,$0.00 ,N/A,N/A,0.00%,0,-1.78,1,100.00%,23%,23%,K-1,$20.42 ,$22.70 ,$20.99 ,$21.40 ,43.08,A+,B+,A+,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TECS,Direxion Daily Technology Bear 3X Shares,Equity,"$45,465,036.00 ",-2.24%,"1,084,706",$6.99 ,3.25%,Yes,3x,-1.69%,-15.23%,-77.74%,-91.84%,-96.83%,"$1,429,708.00 ","$1,429,708.00 ","($425,091.50)","$66,415,883.00 ","$91,686,987.61 ","$114,167,969.85 ",Leveraged Equities,12/17/2008,1.10%,N/A,$0.25 ,12/23/2019,$0.02 ,3.72%,0,-3.06,1,100.00%,35%,15%,1099,$6.61 ,$8.62 ,$6.87 ,$7.09 ,31.5,B,B+,B,B,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Multi-Asset,"$45,375,400.00 ",0.09%,"3,400",$32.43 ,-0.58%,No,No,-0.04%,2.45%,15.17%,31.95%,N/A,"($816,240.00)","($816,240.00)","($816,240.00)","$7,351,007.50 ","$35,111,097.50 ","$37,701,227.50 ",Diversified Portfolio,10/28/2016,0.91%,N/A,$0.67 ,12/30/2019,$0.67 ,2.06%,18.02,0.51,12,98.80%,39%,20%,1099,$31.37 ,$32.76 ,$32.38 ,$32.47 ,65.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Equity,"$45,155,510.00 ",0.58%,"1,863",$32.15 ,-0.89%,No,No,0.35%,4.34%,30.50%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($4,171,724.00)","$38,726,019.50 ","$38,726,019.50 ",Large Cap Blend Equities,1/24/2018,0.65%,N/A,$0.65 ,12/13/2019,$0.11 ,2.00%,17.37,1,101,17.07%,39%,20%,1099,$30.48 ,$32.71 ,$32.10 ,$32.19 ,65.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.66,88.08%,79.63%,66.39,5.98%,3.90%
JHMT,John Hancock Multi-Factor Technology ETF,Equity,"$45,153,281.00 ",0.77%,"8,648",$55.77 ,-0.91%,No,No,0.50%,5.35%,48.37%,86.60%,N/A,$0.00 ,$0.00 ,"($18,050,477.60)","($28,233,653.60)","($13,658,853.00)","$4,388,877.50 ",Technology Equities,9/28/2015,0.40%,N/A,$0.91 ,12/24/2019,$0.43 ,1.61%,23.6,1.23,130,37.16%,39%,20%,1099,$52.16 ,$56.71 ,N/A,N/A,65.76,N/A,N/A,B,N/A,N/A,N/A,N/A,5.41,50.87%,47.69%,39.54,0.93%,5.09%
SYE,SPDR MFS Systematic Core Equity ETF,Equity,"$44,831,488.00 ",0.05%,"3,202",$89.72 ,-0.79%,No,No,-0.34%,2.32%,30.86%,50.13%,78.84%,"($1,809,751.60)","($913,927.50)","($22,485.50)","$11,384,759.40 ","$29,837,035.40 ","$32,795,127.40 ",Large Cap Growth Equities,1/8/2014,0.60%,Charles Schwab,$1.44 ,12/20/2019,$0.41 ,1.59%,15.16,0.99,44,43.89%,35%,15%,1099,$86.90 ,$90.94 ,$89.61 ,$89.88 ,64.38,B-,C+,C+,A-,B-,B,N/A,5.42,40.25%,47.91%,262.47,12.27%,2.78%
YOLO,AdvisorShares Pure Cannabis ETF,Equity,"$44,743,179.00 ",-0.84%,"66,553",$11.87 ,-0.25%,No,No,4.21%,3.71%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$2,323,685.50 ","$75,372,631.50 ","$75,372,631.50 ","$75,372,631.50 ",Small Cap Blend Equities,4/17/2019,0.74%,N/A,$0.66 ,12/27/2019,$0.38 ,5.54%,0,-5.5,30,65.63%,39%,20%,1099,$10.99 ,$11.92 ,$11.69 ,$11.96 ,48.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PFFR,InfraCap REIT Preferred ETF,Preferred Stock,"$44,686,389.00 ",1.59%,"21,827",$25.55 ,0.51%,No,No,0.96%,3.29%,19.53%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$20,108,853.00 ","$41,972,263.50 ","$41,972,263.50 ",Preferred Stock/Convertible Bonds,2/7/2017,0.45%,N/A,$1.45 ,12/20/2019,$0.14 ,5.70%,59.99,0.23,72,24.59%,39%,20%,1099,$24.70 ,$25.50 ,$25.24 ,$25.73 ,66.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,4.71%,0.98%,62.26,0.00%,4.02%
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,Equity,"$44,678,620.00 ",-0.31%,"6,094",$25.92 ,-0.88%,No,No,-0.46%,1.58%,20.21%,N/A,N/A,$0.00 ,$0.00 ,"($13,666.00)","$14,368,986.00 ","$19,807,584.00 ","$19,807,584.00 ",Foreign Large Cap Equities,8/31/2017,0.39%,N/A,$0.75 ,12/30/2019,$0.28 ,2.87%,15.91,0.7,1109,8.63%,39%,20%,1099,$25.33 ,$26.25 ,$25.87 ,$25.97 ,59.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.92,54.05%,84.70%,205.19,12.90%,7.44%
NTSX,WisdomTree 90/60 U.S. Balanced Fund,Multi-Asset,"$44,643,196.00 ",0.74%,"24,397",$29.84 ,-0.13%,No,No,0.54%,3.17%,34.65%,N/A,N/A,$0.00 ,$0.00 ,"$2,896,035.00 ","$36,365,684.03 ","$38,757,276.03 ","$38,757,276.03 ",N/A,8/2/2018,0.20%,N/A,$0.53 ,12/23/2019,$0.12 ,1.79%,21.11,0.81,496,29.17%,39%,20%,1099,$28.67 ,$30.00 ,$29.70 ,$29.94 ,72.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JSML,Janus Henderson Small Cap Growth Alpha ETF,Equity,"$44,477,029.00 ",-0.06%,"9,658",$46.94 ,-0.11%,No,No,0.15%,2.15%,34.76%,56.08%,N/A,$0.00 ,$0.00 ,"$4,657,375.00 ","$13,262,110.50 ","$33,791,158.50 ","$36,785,070.20 ",Small Cap Growth Equities,2/23/2016,0.35%,N/A,$0.13 ,12/19/2019,$0.04 ,0.27%,22.45,1.26,212,28.40%,39%,20%,1099,$45.52 ,$47.58 ,$46.59 ,$47.26 ,62.68,N/A,N/A,B-,N/A,N/A,N/A,N/A,3.33,10.41%,10.38%,100.4,0.25%,7.38%
GOEX,Global X Gold Explorers ETF,Equity,"$44,001,245.00 ",-1.41%,"7,439",$26.32 ,-1.24%,No,No,1.21%,8.92%,27.90%,29.25%,103.24%,$0.00 ,$0.00 ,"($1,247,211.00)","$298,149.00 ","($4,798,076.50)","$10,820,240.66 ",Materials,11/3/2010,0.65%,N/A,$0.43 ,12/30/2019,$0.41 ,1.61%,23.29,-0.05,51,42.11%,39%,20%,1099,$22.97 ,$26.92 ,$25.96 ,$26.92 ,63.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.18,51.04%,69.37%,491.11,0.00%,0.00%
FCEF,First Trust CEF Income Opportunity ETF,Multi-Asset,"$43,931,457.00 ",0.48%,"7,059",$23.07 ,0.00%,No,No,0.28%,2.60%,27.76%,34.10%,N/A,$0.00 ,$0.00 ,$0.00 ,"($556,783.50)","$24,172,038.50 ","$38,047,706.50 ",Diversified Portfolio,9/27/2016,2.96%,N/A,$1.16 ,12/11/2019,$0.10 ,5.02%,19.45,0.75,50,37.99%,39%,20%,1099,$22.33 ,$23.24 ,$23.00 ,$23.14 ,75.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,Multi-Asset,"$43,757,804.00 ",0.16%,"8,906",$25.68 ,0.16%,No,No,0.06%,1.57%,12.59%,8.51%,N/A,$0.00 ,$0.00 ,$0.00 ,"($960,486.50)","($56,582,241.00)","$23,891,987.67 ",Diversified Portfolio,3/10/2016,0.68%,N/A,$1.57 ,12/23/2019,$0.10 ,6.13%,6.33,0.19,6,100.00%,39%,20%,1099,$25.20 ,$25.76 ,$25.65 ,$25.71 ,66.89,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBIT,WBI Bull|Bear Trend Switch US 3000 Total Return ETF,Multi-Asset,"$43,475,375.00 ",0.29%,"16,862",$20.47 ,-0.29%,No,No,-1.95%,-0.38%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,587,075.00 ","$41,394,835.00 ","$41,394,835.00 ","$41,394,835.00 ",Hedge Fund,5/28/2019,0.67%,N/A,$0.63 ,12/30/2019,$0.33 ,3.10%,0,-1.51,4,100.00%,N/A,N/A,N/A,$20.35 ,$21.00 ,N/A,N/A,41.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DXGE,WisdomTree Germany Hedged Equity Fund,Equity,"$43,333,870.00 ",1.98%,"2,957",$32.59 ,2.00%,No,No,0.81%,2.65%,26.65%,23.90%,43.86%,$0.00 ,$0.00 ,$0.00 ,"($18,991,202.00)","($92,377,355.50)","$54,841,220.00 ",Europe Equities,10/17/2013,0.48%,E*TRADE,$0.81 ,6/24/2019,$0.81 ,2.48%,13.14,0.85,79,51.86%,35%,15%,1099,$31.54 ,$32.70 ,$32.48 ,$32.65 ,59.71,A-,A-,B,A,C+,A,B+,6.15,4.89%,68.52%,209.85,9.87%,1.54%
FTXL,First Trust Nasdaq Semiconductor ETF,Equity,"$43,319,775.00 ",0.60%,"21,253",$41.45 ,-1.03%,No,No,-0.17%,8.43%,70.26%,83.97%,N/A,$0.00 ,$0.00 ,"$1,964,208.00 ","$11,810,063.50 ","$23,161,977.00 ","$28,283,002.00 ",Technology Equities,9/21/2016,0.60%,N/A,$0.38 ,12/13/2019,$0.10 ,0.90%,22.76,1.53,30,60.54%,39%,20%,1099,$37.65 ,$43.11 ,$41.11 ,$42.04 ,64.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,26.74%,29.29%,66.25,0.00%,4.11%
TRTY,Cambria Trinity ETF,Multi-Asset,"$43,258,660.00 ",0.47%,"10,209",$24.76 ,-0.08%,No,No,0.14%,1.92%,8.30%,N/A,N/A,$0.00 ,$0.00 ,"$2,484,771.50 ","$21,782,495.00 ","$37,627,526.00 ","$37,627,526.00 ",N/A,9/10/2018,0.48%,N/A,$0.65 ,12/27/2019,$0.29 ,2.63%,13.74,0.34,29,55.94%,39%,20%,1099,$24.21 ,$24.87 ,N/A,N/A,68.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUDG,WisdomTree Europe Dividend Growth Fund,Equity,"$43,106,327.00 ",-0.39%,"4,902",$27.80 ,-1.14%,No,No,-0.86%,3.67%,29.78%,40.75%,41.21%,$0.00 ,"$1,396,944.50 ","$1,396,944.50 ","($4,747,761.50)","$22,762,290.00 ","$26,587,525.00 ",Europe Equities,5/7/2014,0.58%,E*TRADE,$0.79 ,12/23/2019,$0.10 ,2.81%,17.72,0.82,215,34.03%,35%,15%,1099,$26.50 ,$28.35 ,$27.79 ,$27.83 ,64.55,B,C+,C+,B,A-,B,A-,7.17,85.94%,87.98%,107.59,20.24%,8.50%
BGRN,iShares Global Green Bond ETF,Bond,"$43,075,374.00 ",0.86%,"5,636",$54.10 ,0.50%,No,No,0.43%,0.59%,10.33%,N/A,N/A,$0.00 ,$0.00 ,"$5,387,980.00 ","$16,395,884.00 ","$16,395,884.00 ","$16,395,884.00 ",Total Bond Market,11/13/2018,0.20%,N/A,$1.81 ,12/19/2019,$0.47 ,3.37%,0,-0.01,295,20.85%,39%,20%,1099,$53.66 ,$54.00 ,$54.07 ,$54.12 ,55.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.13,96.60%,87.65%,442.36,12.37%,3.44%
PEJ,Invesco Dynamic Leisure and Entertainment ETF,Equity,"$42,799,485.00 ",-0.17%,"8,511",$45.04 ,-0.71%,No,No,-0.45%,2.81%,14.28%,14.60%,30.84%,$0.00 ,$0.00 ,$0.00 ,"($80,637,895.00)","($111,660,015.50)","($109,594,350.50)",All Cap Equities,6/23/2005,0.63%,N/A,$0.25 ,12/23/2019,$0.07 ,0.55%,17.24,0.94,31,45.62%,35%,15%,1099,$43.20 ,$45.95 ,$44.97 ,$45.10 ,62.31,B-,B+,B-,B,B+,C+,C+,3.75,18.33%,15.15%,258.93,3.07%,2.68%
EWGS,iShares MSCI Germany Small-Cap ETF,Equity,"$42,546,014.00 ",0.19%,"1,612",$60.61 ,-1.80%,No,No,-0.30%,4.90%,30.28%,55.92%,77.03%,$0.00 ,$0.00 ,"$5,965,997.00 ","($4,919,611.50)","$13,731,042.50 ","$6,027,904.50 ",Europe Equities,1/25/2012,0.59%,N/A,$1.07 ,6/17/2019,$1.07 ,1.73%,13.86,0.93,112,30.79%,35%,15%,1099,$57.33 ,$61.80 ,$60.50 ,$60.74 ,64.13,B-,C+,C+,A-,B,C+,B+,6.22,5.67%,70.37%,56.72,6.38%,8.42%
PBS,Invesco Dynamic Media ETF,Equity,"$42,509,425.00 ",-0.04%,"8,266",$34.00 ,-0.44%,No,No,-0.53%,4.00%,20.10%,31.80%,38.36%,$0.00 ,$0.00 ,"($8,288,150.00)","($13,862,310.00)","($52,476,678.50)","($107,651,931.50)",All Cap Equities,6/23/2005,0.63%,Charles Schwab,$0.21 ,12/23/2019,$0.09 ,0.62%,19.26,1.06,31,46.18%,35%,15%,1099,$32.08 ,$34.72 ,$33.78 ,$34.15 ,62.65,B+,A,B,A,B,C+,B-,3.33,11.67%,10.42%,10.58,0.00%,0.18%
IPFF,iShares International Preferred Stock ETF,Preferred Stock,"$42,462,667.00 ",-0.58%,"37,741",$15.36 ,-1.48%,No,No,1.39%,4.06%,6.83%,10.48%,-15.92%,$0.00 ,"($762,753.00)","($3,776,164.50)","($2,216,126.00)","($16,583,896.00)","$33,104,447.00 ",Preferred Stock/Convertible Bonds,11/15/2011,0.55%,N/A,$0.68 ,12/19/2019,$0.03 ,4.37%,13.48,0.83,103,26.99%,35%,15%,1099,$14.61 ,$15.46 ,$15.22 ,$15.55 ,61.95,C,B,B,B-,C,B,B-,6.94,98.70%,85.05%,301.36,11.07%,1.95%
TAXF,American Century Diversified Municipal Bond ETF,Bond,"$42,460,160.00 ",0.60%,"5,031",$53.24 ,0.43%,No,No,0.49%,0.93%,9.04%,N/A,N/A,"$2,645,760.00 ","$2,645,760.00 ","$7,935,440.00 ","$28,720,045.00 ","$28,720,045.00 ","$28,720,045.00 ",National Munis,9/10/2018,0.29%,N/A,$1.40 ,12/23/2019,$0.09 ,2.64%,0,-0.01,124,26.98%,39%,20%,1099,$52.73 ,$53.09 ,$53.18 ,$53.28 ,68.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OVB,Overlay Shares Core Bond ETF,Bond,"$42,388,052.00 ",0.61%,0,$25.36 ,0.32%,No,No,0.54%,0.65%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$3,790,675.00 ","$39,486,067.50 ","$39,486,067.50 ","$39,486,067.50 ",Total Bond Market,9/30/2019,0.79%,N/A,$0.02 ,12/27/2019,$0.02 ,0.07%,0,0.47,2,100.00%,39%,20%,1099,$25.20 ,$25.36 ,$25.34 ,$25.38 ,57.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMC,John Hancock Multi-Factor Consumer Discretionary ETF,Equity,"$42,336,159.00 ",0.20%,"2,066",$35.87 ,-0.55%,No,No,-0.12%,3.51%,30.25%,42.97%,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,185,101.90)","$4,900,918.90 ","$23,217,205.40 ",Consumer Discretionary Equities,9/28/2015,0.40%,N/A,$0.64 ,12/24/2019,$0.23 ,1.76%,21.7,1.1,112,30.03%,39%,20%,1099,$34.40 ,$36.39 ,$35.76 ,$35.96 ,64.4,N/A,C+,C+,N/A,N/A,C,N/A,4.47,30.00%,25.85%,59.82,9.88%,2.54%
